,CustomerID,Name,Email,Persona,Churn,Churn_Probability
137,15634739,Paige Walsh,paige.walsh65@gmail.com,General,0,
138,15634740,Gabrielle White,gabrielle.white38@gmail.com,Loyal,0,
139,15634741,Andrew Moore,andrew.moore64@gmail.com,TechDifficulties,0,
140,15634742,Chris Murphy,chris.murphy28@gmail.com,CustomerServiceIssues,1,
141,15634743,Jade Shannon,jade.shannon86@gmail.com,Loyal,0,
142,15634744,Charles Rivera,charles.rivera5@gmail.com,Loyal,0,
143,15634745,Anne Wagner,anne.wagner64@gmail.com,General,0,
144,15634746,Bianca Webb,bianca.webb86@gmail.com,TechDifficulties,0,0.002345284684004268
145,15634747,Erik Meyer,erik.meyer51@gmail.com,Loyal,0,
146,15634748,Stephanie Burke,stephanie.burke12@gmail.com,General,0,
147,15634749,Jacob Bates,jacob.bates36@gmail.com,Loyal,0,
148,15634750,Alexander Holmes,alexander.holmes57@gmail.com,FinanciallyStrained,1,
149,15634751,James Hess,james.hess32@gmail.com,CustomerServiceIssues,1,0.9999999935404214
150,15634752,Linda Johnson MD,linda.md41@gmail.com,CustomerServiceIssues,1,
151,15634753,Emily Price,emily.price36@gmail.com,Loyal,0,
152,15634754,Tracy Padilla,tracy.padilla44@gmail.com,General,0,
153,15634755,Walter Sosa,walter.sosa95@gmail.com,TechDifficulties,1,
154,15634756,Brian Bennett,brian.bennett98@gmail.com,CustomerServiceIssues,1,
155,15634757,Lori Bird,lori.bird41@gmail.com,CustomerServiceIssues,0,
156,15634758,Andre Phillips,andre.phillips78@gmail.com,General,0,
157,15634759,Andrew Foley,andrew.foley64@gmail.com,General,0,0.0009246481766990849
158,15634760,Andrew Bennett,andrew.bennett5@gmail.com,FinanciallyStrained,1,
159,15634761,Sandra Tapia,sandra.tapia89@gmail.com,CustomerServiceIssues,1,
160,15634762,Laura Gordon,laura.gordon83@gmail.com,FinanciallyStrained,1,
161,15634763,Adam Bryant,adam.bryant58@gmail.com,Loyal,0,
162,15634764,Christopher Olson,christopher.olson33@gmail.com,Opportunistic,0,
163,15634765,Timothy Sullivan,timothy.sullivan31@gmail.com,General,0,
164,15634766,Anna Carpenter,anna.carpenter78@gmail.com,Opportunistic,0,
165,15634767,Susan Middleton,susan.middleton4@gmail.com,General,0,
166,15634768,Charles Ryan,charles.ryan6@gmail.com,Opportunistic,0,
167,15634769,Peter Beasley,peter.beasley74@gmail.com,General,0,
168,15634770,Cody Peterson,cody.peterson93@gmail.com,Loyal,0,
169,15634771,Sheri Romero,sheri.romero75@gmail.com,Opportunistic,1,0.999999054141784
170,15634772,Jacqueline Davis,jacqueline.davis72@gmail.com,TechDifficulties,0,
171,15634773,Heidi Williams,heidi.williams49@gmail.com,TechDifficulties,0,
172,15634774,Linda Green,linda.green39@gmail.com,TechDifficulties,0,
173,15634775,Andrew Baker,andrew.baker93@gmail.com,CustomerServiceIssues,1,
174,15634776,Gene Pitts,gene.pitts43@gmail.com,FinanciallyStrained,0,
175,15634777,Christine Cook,christine.cook61@gmail.com,Opportunistic,0,
176,15634778,Edward Garcia,edward.garcia96@gmail.com,Opportunistic,0,
177,15634779,Julie Hamilton,julie.hamilton16@gmail.com,General,0,
178,15634780,Allison Little,allison.little40@gmail.com,CustomerServiceIssues,0,
179,15634781,Jerry Ball,jerry.ball90@gmail.com,Loyal,1,
180,15634782,Brad Thompson,brad.thompson26@gmail.com,Loyal,0,
181,15634783,Joseph Larson,joseph.larson76@gmail.com,Opportunistic,0,
182,15634784,Christine Vargas,christine.vargas28@gmail.com,Opportunistic,0,
183,15634785,Rebecca Williams,rebecca.williams61@gmail.com,General,0,
184,15634786,Amanda Sanders DDS,amanda.dds36@gmail.com,Opportunistic,0,
185,15634787,Brian Yang,brian.yang82@gmail.com,General,0,0.0008506614114949866
186,15634788,Joseph Smith Jr.,joseph.jr.39@gmail.com,FinanciallyStrained,1,
187,15634789,Tammy Fox,tammy.fox12@gmail.com,Loyal,0,
188,15634790,John Collins,john.collins88@gmail.com,CustomerServiceIssues,1,
189,15634791,Kimberly Zamora,kimberly.zamora16@gmail.com,Opportunistic,1,
190,15634792,Melissa Hernandez,melissa.hernandez65@gmail.com,CustomerServiceIssues,1,
191,15634793,Nathaniel Roberts,nathaniel.roberts45@gmail.com,Opportunistic,0,
192,15634794,Michelle Carter,michelle.carter47@gmail.com,CustomerServiceIssues,1,
193,15634795,Dan Hensley,dan.hensley88@gmail.com,Loyal,1,
194,15634796,Sarah Smith,sarah.smith2@gmail.com,CustomerServiceIssues,1,
195,15634797,Gary Griffin,gary.griffin75@gmail.com,General,0,
196,15634798,Alisha Heath,alisha.heath23@gmail.com,FinanciallyStrained,0,
197,15634799,Troy Bishop,troy.bishop32@gmail.com,CustomerServiceIssues,0,
198,15634800,David Guerrero,david.guerrero81@gmail.com,Loyal,0,
199,15634801,Randy Ford,randy.ford44@gmail.com,Loyal,0,
200,15634802,Jose Wilson,jose.wilson70@gmail.com,CustomerServiceIssues,1,
201,15634803,Gary Torres,gary.torres42@gmail.com,General,0,
202,15634804,Robert Washington,robert.washington72@gmail.com,Loyal,0,
203,15634805,Zachary Dyer,zachary.dyer98@gmail.com,CustomerServiceIssues,1,
204,15634806,Tricia Cline,tricia.cline99@gmail.com,Opportunistic,1,
205,15634807,Mark Sparks,mark.sparks60@gmail.com,Loyal,0,
206,15634808,Alexandra Gonzalez,alexandra.gonzalez97@gmail.com,Opportunistic,0,
207,15634809,Justin Smith,justin.smith35@gmail.com,General,0,
208,15634810,Paige Crawford,paige.crawford31@gmail.com,General,0,
209,15634811,Dennis Taylor,dennis.taylor31@gmail.com,General,0,
210,15634812,Gary Chang,gary.chang83@gmail.com,General,0,
211,15634813,Autumn Brandt,autumn.brandt13@gmail.com,TechDifficulties,0,0.016514430255229428
212,15634814,Christina Davenport,christina.davenport53@gmail.com,CustomerServiceIssues,1,0.9999842217605167
213,15634815,Brittany Garza,brittany.garza57@gmail.com,General,0,
214,15634816,Stephanie Jones,stephanie.jones96@gmail.com,FinanciallyStrained,0,
215,15634817,Benjamin Patterson,benjamin.patterson27@gmail.com,TechDifficulties,1,
216,15634818,Nicole Jones,nicole.jones75@gmail.com,General,0,
217,15634819,Tyler Stewart,tyler.stewart86@gmail.com,TechDifficulties,0,0.007345369897980973
218,15634820,Mr. Lee Carr,mr..carr20@gmail.com,General,0,
219,15634821,Ann Guzman,ann.guzman53@gmail.com,TechDifficulties,1,
220,15634822,Daniel Garrison,daniel.garrison5@gmail.com,Loyal,0,
221,15634823,Tina Mann,tina.mann95@gmail.com,General,0,0.000702820708123573
222,15634824,Bruce Goodwin,bruce.goodwin5@gmail.com,Opportunistic,0,0.014488856256599266
223,15634825,Hector Neal,hector.neal65@gmail.com,Loyal,0,
224,15634826,Matthew Rivera,matthew.rivera62@gmail.com,FinanciallyStrained,0,
225,15634827,Dawn Maldonado,dawn.maldonado5@gmail.com,General,0,
226,15634828,Shannon Merritt,shannon.merritt37@gmail.com,Opportunistic,1,
227,15634829,Deborah Novak,deborah.novak91@gmail.com,Opportunistic,1,
228,15634830,David Carter,david.carter37@gmail.com,TechDifficulties,1,
229,15634831,Kristen Williams,kristen.williams17@gmail.com,TechDifficulties,1,
230,15634832,Katelyn Rosales,katelyn.rosales74@gmail.com,FinanciallyStrained,1,
231,15634833,Teresa Weber,teresa.weber92@gmail.com,Loyal,0,
232,15634834,Kenneth Marks,kenneth.marks10@gmail.com,FinanciallyStrained,0,
233,15634835,Nicholas Velazquez,nicholas.velazquez55@gmail.com,TechDifficulties,0,0.0007386569830036825
234,15634836,April Harris,april.harris95@gmail.com,TechDifficulties,1,
235,15634837,Michael Bates,michael.bates48@gmail.com,CustomerServiceIssues,1,
236,15634838,Joseph Smith,joseph.smith30@gmail.com,General,0,
237,15634839,Danielle Miller,danielle.miller33@gmail.com,FinanciallyStrained,0,
238,15634840,Hannah Lowery,hannah.lowery50@gmail.com,General,0,
239,15634841,Manuel Gonzalez,manuel.gonzalez27@gmail.com,FinanciallyStrained,1,1.0
240,15634842,Arthur Ali,arthur.ali41@gmail.com,FinanciallyStrained,1,
241,15634843,Randy Jackson,randy.jackson81@gmail.com,General,0,
242,15634844,Norman Wong,norman.wong18@gmail.com,Opportunistic,0,
243,15634845,Jesse Quinn,jesse.quinn64@gmail.com,CustomerServiceIssues,1,
244,15634846,Jerry Carter,jerry.carter15@gmail.com,CustomerServiceIssues,1,
245,15634847,Kelly Hughes,kelly.hughes74@gmail.com,General,0,0.017407829056413054
246,15634848,Mark Simmons,mark.simmons18@gmail.com,Opportunistic,0,
247,15634849,Ashley Gonzales,ashley.gonzales50@gmail.com,Loyal,0,
248,15634850,Kelly Lawson,kelly.lawson54@gmail.com,Opportunistic,0,0.0992661800003695
249,15634851,Maria Jones,maria.jones96@gmail.com,General,0,
250,15634852,Joseph Hanson,joseph.hanson29@gmail.com,Loyal,1,
251,15634853,Amanda Hudson,amanda.hudson22@gmail.com,General,0,0.0010138990121646826
252,15634854,Dana Contreras,dana.contreras4@gmail.com,Loyal,0,0.00040883666623332354
253,15634855,Lori Rasmussen,lori.rasmussen7@gmail.com,FinanciallyStrained,0,
254,15634856,Kenneth Cole,kenneth.cole1@gmail.com,General,0,
255,15634857,Heather Robinson,heather.robinson96@gmail.com,General,0,
256,15634858,Jaime Tate,jaime.tate61@gmail.com,FinanciallyStrained,0,
257,15634859,Karen Robbins,karen.robbins98@gmail.com,Loyal,0,
258,15634860,Jasmine Anderson,jasmine.anderson32@gmail.com,Loyal,0,
259,15634861,William Miller,william.miller92@gmail.com,TechDifficulties,0,0.023671539485128245
260,15634862,Diane Johnson,diane.johnson74@gmail.com,FinanciallyStrained,0,
261,15634863,Sierra Lopez,sierra.lopez32@gmail.com,General,0,
262,15634864,Taylor Hull,taylor.hull38@gmail.com,Loyal,0,
263,15634865,Randy Russell,randy.russell21@gmail.com,General,0,0.0015830762198395967
264,15634866,Willie Andrade,willie.andrade73@gmail.com,General,0,
265,15634867,Janet Smith,janet.smith30@gmail.com,TechDifficulties,0,0.001663375237654456
266,15634868,Jonathan Mills,jonathan.mills59@gmail.com,FinanciallyStrained,1,
267,15634869,Ashley Mooney,ashley.mooney52@gmail.com,FinanciallyStrained,0,0.003850082124481357
268,15634870,Christina Nichols,christina.nichols92@gmail.com,General,0,
269,15634871,Daniel Price,daniel.price43@gmail.com,Loyal,0,
270,15634872,Barbara Powell,barbara.powell66@gmail.com,FinanciallyStrained,1,
271,15634873,Kristy Henderson,kristy.henderson33@gmail.com,Loyal,0,
272,15634874,Emily Schultz,emily.schultz7@gmail.com,Loyal,0,
273,15634875,Lindsay Brown,lindsay.brown75@gmail.com,General,0,
274,15634876,Stephanie Smith,stephanie.smith52@gmail.com,TechDifficulties,0,0.0034436742518867075
275,15634877,Rebecca Irwin,rebecca.irwin16@gmail.com,General,0,
276,15634878,Timothy Wood,timothy.wood91@gmail.com,Loyal,0,
277,15634879,Cynthia Hobbs,cynthia.hobbs39@gmail.com,TechDifficulties,1,
278,15634880,Scott Mitchell,scott.mitchell60@gmail.com,TechDifficulties,0,
279,15634881,David Barnes MD,david.md83@gmail.com,Opportunistic,0,
280,15634882,Ronnie Neal,ronnie.neal27@gmail.com,Opportunistic,0,
281,15634883,Jon Oneal,jon.oneal33@gmail.com,Loyal,0,
282,15634884,Benjamin Barker,benjamin.barker92@gmail.com,FinanciallyStrained,1,
283,15634885,Ashley Ross,ashley.ross16@gmail.com,Loyal,0,
284,15634886,Brooke Lynn,brooke.lynn51@gmail.com,Loyal,1,
285,15634887,Jeffery Nash,jeffery.nash24@gmail.com,General,0,
286,15634888,Janice Mccoy,janice.mccoy57@gmail.com,Loyal,0,0.0015085521214915926
287,15634889,Nicholas Ortiz,nicholas.ortiz69@gmail.com,CustomerServiceIssues,1,
288,15634890,Julian Ward,julian.ward69@gmail.com,General,0,
289,15634891,Mark Hernandez Jr.,mark.jr.12@gmail.com,Loyal,0,
290,15634892,Teresa David,teresa.david32@gmail.com,FinanciallyStrained,0,0.014299948370667424
291,15634893,Daniel Green,daniel.green33@gmail.com,FinanciallyStrained,1,0.9999999990278501
292,15634894,Bridget Bailey,bridget.bailey97@gmail.com,Loyal,0,0.0020360571934115047
293,15634895,Taylor Peterson,taylor.peterson41@gmail.com,Loyal,0,
294,15634896,Barry Howard,barry.howard73@gmail.com,CustomerServiceIssues,1,
295,15634897,Helen Chapman,helen.chapman66@gmail.com,TechDifficulties,1,
296,15634898,Abigail Smith,abigail.smith43@gmail.com,TechDifficulties,0,
297,15634899,Kristi Stewart,kristi.stewart9@gmail.com,General,0,
298,15634900,Jamie James,jamie.james42@gmail.com,TechDifficulties,0,
299,15634901,Cody Castaneda,cody.castaneda34@gmail.com,General,0,
300,15634902,Devin Meyer,devin.meyer13@gmail.com,TechDifficulties,1,
301,15634903,Jonathan Miles,jonathan.miles83@gmail.com,Opportunistic,0,
302,15634904,Jasmine Morales,jasmine.morales19@gmail.com,General,0,
303,15634905,Erika Montgomery,erika.montgomery9@gmail.com,CustomerServiceIssues,1,0.9999999999999885
304,15634906,Ricky Clark,ricky.clark80@gmail.com,CustomerServiceIssues,1,1.0
305,15634907,Thomas Ortiz,thomas.ortiz14@gmail.com,Loyal,0,
306,15634908,Jason Anderson,jason.anderson86@gmail.com,General,0,
307,15634909,Francisco Ward,francisco.ward80@gmail.com,CustomerServiceIssues,0,
308,15634910,Paul Woodard,paul.woodard34@gmail.com,CustomerServiceIssues,1,
309,15634911,Gary Wagner,gary.wagner31@gmail.com,FinanciallyStrained,1,
310,15634912,Renee Wise,renee.wise72@gmail.com,Loyal,0,
311,15634913,Derek Brown,derek.brown21@gmail.com,General,0,0.02301329275459417
312,15634914,Joyce Baird,joyce.baird39@gmail.com,Opportunistic,0,
313,15634915,Rebecca Garcia,rebecca.garcia8@gmail.com,Opportunistic,1,
314,15634916,Brittany Good,brittany.good22@gmail.com,General,0,
315,15634917,Daniel Jackson,daniel.jackson88@gmail.com,Loyal,0,0.007804779576337827
316,15634918,Jason Keith,jason.keith49@gmail.com,General,0,0.0010854902832051312
317,15634919,Megan French,megan.french85@gmail.com,CustomerServiceIssues,1,
318,15634920,Derrick Shepherd,derrick.shepherd50@gmail.com,General,0,0.0236848464179271
319,15634921,Nicole Sanford,nicole.sanford12@gmail.com,CustomerServiceIssues,1,
320,15634922,Jason Johnson,jason.johnson29@gmail.com,FinanciallyStrained,1,
321,15634923,Robert Thompson,robert.thompson42@gmail.com,TechDifficulties,0,0.001633245142176089
322,15634924,Clinton Perez,clinton.perez79@gmail.com,General,0,
323,15634925,James Lambert,james.lambert80@gmail.com,TechDifficulties,1,1.0
324,15634926,Kristin Tate,kristin.tate12@gmail.com,FinanciallyStrained,0,
325,15634927,Jesse Mccormick,jesse.mccormick18@gmail.com,FinanciallyStrained,0,
326,15634928,Stephanie Copeland,stephanie.copeland44@gmail.com,General,0,
327,15634929,Dana Richards,dana.richards29@gmail.com,General,0,
328,15634930,Shannon Allen,shannon.allen38@gmail.com,Opportunistic,0,
329,15634931,Alexander Payne,alexander.payne5@gmail.com,Opportunistic,0,
330,15634932,Katelyn Smith,katelyn.smith28@gmail.com,CustomerServiceIssues,1,0.9999962780378978
331,15634933,Brittany Hayden,brittany.hayden48@gmail.com,Opportunistic,1,
332,15634934,Chad Kane,chad.kane30@gmail.com,TechDifficulties,0,
333,15634935,Connie Perry,connie.perry71@gmail.com,CustomerServiceIssues,1,0.9999940300449435
334,15634936,Nicole Diaz,nicole.diaz73@gmail.com,General,0,0.11515517147135283
335,15634937,Deborah Smith,deborah.smith86@gmail.com,General,0,0.005259556336400886
336,15634938,Kara Baker,kara.baker97@gmail.com,FinanciallyStrained,1,
337,15634939,William Johnson,william.johnson54@gmail.com,TechDifficulties,0,
338,15634940,Jacqueline Jones,jacqueline.jones89@gmail.com,TechDifficulties,1,
339,15634941,Eduardo Garcia,eduardo.garcia19@gmail.com,Loyal,0,
340,15634942,Christopher Obrien,christopher.obrien83@gmail.com,Opportunistic,0,
341,15634943,Christopher Moss,christopher.moss5@gmail.com,TechDifficulties,1,
342,15634944,Mark Nelson,mark.nelson55@gmail.com,FinanciallyStrained,1,
343,15634945,Gabrielle Bennett,gabrielle.bennett70@gmail.com,FinanciallyStrained,1,
344,15634946,Katherine Greene,katherine.greene19@gmail.com,General,0,
345,15634947,Christy Dean,christy.dean52@gmail.com,TechDifficulties,1,
346,15634948,Heather Owen,heather.owen6@gmail.com,Opportunistic,0,0.004747466221566607
347,15634949,Jason Mcclain,jason.mcclain16@gmail.com,CustomerServiceIssues,1,0.9999998942737499
348,15634950,Autumn James,autumn.james15@gmail.com,CustomerServiceIssues,1,
